,activity_period,marketplace,transaction_type,asin,product_name,qty,item_weight,total_activity_weight,price_of_items_amt_vat_excl,total_price_of_items_amt_vat_excl,ship_charge_amt_vat_excl,total_ship_charge_amt_vat_excl,total_activity_value_amt_vat_excl,price_of_items_vat_rate_percent,price_of_items_vat_amt,total_price_of_items_vat_amt,ship_charge_vat_rate_percent,ship_charge_vat_amt,total_ship_charge_vat_amt,total_activity_value_vat_amt,price_of_items_amt_vat_incl,total_price_of_items_amt_vat_incl,ship_charge_amt_vat_incl,total_ship_charge_amt_vat_incl,total_activity_value_amt_vat_incl,transaction_currency_code,depature_city,departure_country,departure_post_code,arrival_city,arrival_country,arrival_post_code,sale_depart_country,sale_arrival_country,transportation_mode,delivery_conditions,taxable_jurisdiction,export_outside_eu,tax_reporting_scheme,tax_collection_responsibility
1154,2022-09-01,amazon.co.uk,SALE,B08L3ZJ7QG,Wine Bottle Stand (Red),1,0.04,0.04,12.49,12.49,0.0,0.0,12.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.49,12.49,0.0,0.0,12.49,GBP,SWINDON,GB,SN3 4DB,Beckenham,GB,BR3 1LY,GB,GB,CONSIGNMENT_BY_POST,DAP,UNITED KINGDOM,NO,UK_VOEC-DOMESTIC,MARKETPLACE
1155,2022-09-01,amazon.de,REFUND,B09TTTPGGM,Immersion Heater 1.500 W,1,,,-75.62,-75.62,-3.35,0.0,-75.62,0.19,-14.37,-14.37,0.19,-0.64,0.0,-14.37,-89.99,-89.99,-3.99,0.0,-89.99,EUR,Rheinberg,,47495,Wees,,24999,DE,DE,CONSIGNMENT_BY_POST,DAP,GERMANY,NO,REGULAR,SELLER
1156,2022-09-01,amazon.de,LIQUIDATION_SALE,B09TTRRHW8,Immersion Heater 3.000 W,1,1570.0,1570.0,1.05,1.05,,,1.05,0.0,0.0,0.0,,,,0.0,1.05,1.05,,,1.05,EUR,Brebieres,FR,62117,Comuna Borca,RO,617 077,FR,RO,CONSIGNMENT_BY_POST,DAP,FRANCE,NO,REGULAR,SELLER
1157,2022-09-01,,FC_TRANSFER,B09TTRRHW8,Immersion Heater 3.000 W,1,1.57,1.57,,,0.0,0.0,,,,,0.0,0.0,0.0,,,,0.0,0.0,,,Bielany Wroclawskie,PL,55-040,BOVES,FR,80440,,,TRANSPORT_BY_ROAD,XXX,,,,
1158,2022-09-01,amazon.co.uk,SALE,B08L3ZJ7QG,Wine Bottle Stand (Red),1,0.04,0.04,12.49,12.49,,,12.49,0.2,2.5,2.5,,,,2.5,14.99,14.99,,,14.99,GBP,Tilbury,GB,RM18 7AN,Tilbury,GB,RM18 7AN,GB,GB,CONSIGNMENT_BY_POST,DAP,UNITED KINGDOM,NO,REGULAR,SELLER
1159,2022-09-01,amazon.de,SALE,B09TTTPGGM,Immersion Heater 1.500 W,1,1.63,1.63,75.62,75.62,0.0,0.0,75.62,0.19,14.37,14.37,0.19,0.0,0.0,14.37,89.99,89.99,0.0,0.0,89.99,EUR,Rheinberg,DE,47495,Gräfenhainichen,DE,06773,DE,DE,CONSIGNMENT_BY_POST,DAP,GERMANY,NO,REGULAR,SELLER
1160,2022-09-01,amazon.de,SALE,B09TTTPGGM,Immersion Heater 1.500 W,1,1.63,1.63,75.62,75.62,0.0,0.0,75.62,0.19,14.37,14.37,0.19,0.0,0.0,14.37,89.99,89.99,0.0,0.0,89.99,EUR,Rheinberg,DE,47495,Aue,DE,08280,DE,DE,CONSIGNMENT_BY_POST,DAP,GERMANY,NO,REGULAR,SELLER
1161,2022-09-01,amazon.de,RETURN,B09TTRRHW8,Immersion Heater 3.000 W,1,1.73,1.73,,,,,,,,,,,,,,,,,,,RIVENICH,DE,54518,Bielany Wroclawskie,PL,55-040,DE,DE,CONSIGNMENT_BY_POST,XXX,,,,
1162,2022-09-01,amazon.co.uk,SALE,B08L3ZJ7QG,Wine Bottle Stand (Red),1,0.04,0.04,12.49,12.49,0.0,0.0,12.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.49,12.49,0.0,0.0,12.49,GBP,Tilbury,GB,RM18 7AN,ROCHESTER,GB,ME3 8JZ,GB,GB,CONSIGNMENT_BY_POST,DAP,UNITED KINGDOM,NO,UK_VOEC-DOMESTIC,MARKETPLACE
1163,2022-09-01,amazon.de,SALE,B09TTTPGGM,Immersion Heater 1.500 W,1,1.63,1.63,89.99,89.99,3.49,0.0,89.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.99,89.99,3.49,0.0,89.99,EUR,Rheinberg,DE,47495,Geel,BE,2440,DE,BE,CONSIGNMENT_BY_POST,DAP,BELGIUM,NO,REGULAR,SELLER
1164,2022-09-01,amazon.de,SALE,B09TTTPGGM,Immersion Heater 1.500 W,1,1.63,1.63,75.62,75.62,0.0,0.0,75.62,0.19,14.37,14.37,0.19,0.0,0.0,14.37,89.99,89.99,0.0,0.0,89.99,EUR,Rheinberg,DE,47495,Lahnstein,DE,56112,DE,DE,CONSIGNMENT_BY_POST,DAP,GERMANY,NO,REGULAR,SELLER
1165,2022-09-01,amazon.co.uk,SALE,B08L3ZJ7QG,Wine Bottle Stand (Red),1,0.04,0.04,12.49,12.49,0.0,0.0,12.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.49,12.49,0.0,0.0,12.49,GBP,Mansfield,GB,NG17 4PA,Clifden,IE,H71 K820,GB,IE,CONSIGNMENT_BY_POST,DAP,UNITED KINGDOM,NO,DEEMED_RESELLER-IOSS,MARKETPLACE
1166,2022-09-01,amazon.de,SALE,B09TTTPGGM,Immersion Heater 1.500 W,1,1.63,1.63,75.62,75.62,3.35,0.0,75.62,0.19,14.37,14.37,0.19,0.64,0.0,14.37,89.99,89.99,3.99,0.0,89.99,EUR,Rheinberg,DE,47495,Leipzig,DE,04347,DE,DE,CONSIGNMENT_BY_POST,DAP,GERMANY,NO,REGULAR,SELLER
1167,2022-09-01,,FC_TRANSFER,B09TTRRHW8,Immersion Heater 3.000 W,1,1.57,1.57,,,0.0,0.0,,,,,0.0,0.0,0.0,,,,0.0,0.0,,,Bielany Wroclawskie,PL,55-040,BOVES,FR,80440,,,TRANSPORT_BY_ROAD,XXX,,,,
1168,2022-09-01,amazon.de,SALE,B09TTTPGGM,Immersion Heater 1.500 W,1,1.63,1.63,75.62,75.62,3.35,0.0,75.62,0.19,14.37,14.37,0.19,0.64,0.0,14.37,89.99,89.99,3.99,0.0,89.99,EUR,Rheinberg,DE,47495,Wees,DE,24999,DE,DE,CONSIGNMENT_BY_POST,DAP,GERMANY,NO,REGULAR,SELLER
1169,2022-09-01,amazon.de,SALE,B09TTTPGGM,Immersion Heater 1.500 W,1,1.63,1.63,75.62,75.62,3.35,0.0,75.62,0.19,14.37,14.37,0.19,0.64,0.0,14.37,89.99,89.99,3.99,0.0,89.99,EUR,Rheinberg,DE,47495,Ludwigshafen Am Rhein,DE,67071,DE,DE,CONSIGNMENT_BY_POST,DAP,GERMANY,NO,REGULAR,SELLER
1170,2022-09-01,amazon.de,SALE,B09TTTPGGM,Immersion Heater 1.500 W,1,1.63,1.63,75.62,75.62,3.35,0.0,75.62,0.19,14.37,14.37,0.19,0.64,0.0,14.37,89.99,89.99,3.99,0.0,89.99,EUR,Rheinberg,DE,47495,Vaihingen An Der Enz,DE,71665,DE,DE,CONSIGNMENT_BY_POST,DAP,GERMANY,NO,REGULAR,SELLER
1171,2022-09-01,,FC_TRANSFER,B09TTRRHW8,Immersion Heater 3.000 W,1,1.57,1.57,,,0.0,0.0,,,,,0.0,0.0,0.0,,,,0.0,0.0,,,Bielany Wroclawskie,PL,55-040,BOVES,FR,80440,,,TRANSPORT_BY_ROAD,XXX,,,,
1172,2022-09-01,amazon.de,SALE,B09TTTPGGM,Immersion Heater 1.500 W,1,1.63,1.63,75.62,75.62,0.0,0.0,75.62,0.19,14.37,14.37,0.19,0.0,0.0,14.37,89.99,89.99,0.0,0.0,89.99,EUR,Rheinberg,DE,47495,BOESINGEN,DE,78662,DE,DE,CONSIGNMENT_BY_POST,DAP,GERMANY,NO,REGULAR,SELLER
1173,2022-09-01,amazon.de,SALE,B09TTTPGGM,Immersion Heater 1.500 W,1,1.63,1.63,75.62,75.62,0.0,0.0,75.62,0.19,14.37,14.37,0.19,0.0,0.0,14.37,89.99,89.99,0.0,0.0,89.99,EUR,Rheinberg,DE,47495,Blankenburg (Harz),DE,38889,DE,DE,CONSIGNMENT_BY_POST,DAP,GERMANY,NO,REGULAR,SELLER
1174,2022-09-01,amazon.de,SALE,B09TTTPGGM,Immersion Heater 1.500 W,1,1.63,1.63,75.62,75.62,1.67,0.0,75.62,0.19,14.37,14.37,0.19,0.32,0.0,14.37,89.99,89.99,1.99,0.0,89.99,EUR,Rheinberg,DE,47495,Niederfinow,DE,16248,DE,DE,CONSIGNMENT_BY_POST,DAP,GERMANY,NO,REGULAR,SELLER
1175,2022-09-01,amazon.de,SALE,B09TTTPGGM,Immersion Heater 1.500 W,1,1.63,1.63,75.62,75.62,0.55,0.0,75.62,0.19,14.37,14.37,0.19,0.11,0.0,14.37,89.99,89.99,0.66,0.0,89.99,EUR,Rheinberg,DE,47495,Berlin,DE,10439,DE,DE,CONSIGNMENT_BY_POST,DAP,GERMANY,NO,REGULAR,SELLER
1176,2022-09-01,amazon.co.uk,SALE,B08L3ZJ7QG,Wine Bottle Stand (Red),1,0.04,0.04,12.49,12.49,0.0,0.0,12.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.49,12.49,0.0,0.0,12.49,GBP,Mansfield,GB,NG17 4PA,HAMPTON,GB,TW12 2TZ,GB,GB,CONSIGNMENT_BY_POST,DAP,UNITED KINGDOM,NO,UK_VOEC-DOMESTIC,MARKETPLACE
1177,2022-09-01,amazon.co.uk,SALE,B08L3ZJ7QG,Wine Bottle Stand (Red),1,0.04,0.04,12.49,12.49,,,12.49,0.2,2.5,2.5,,,,2.5,14.99,14.99,,,14.99,GBP,Bristol,GB,BS35 4DJ,Bristol,GB,BS35 4DJ,GB,GB,CONSIGNMENT_BY_POST,DAP,UNITED KINGDOM,NO,REGULAR,SELLER
1178,2022-09-01,amazon.co.uk,SALE,B08L3ZJ7QG,Wine Bottle Stand (Red),1,0.04,0.04,12.49,12.49,0.0,0.0,12.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.49,12.49,0.0,0.0,12.49,GBP,BOWBURN,GB,DH6 5NP,LONDON,GB,E1 8EY,GB,GB,CONSIGNMENT_BY_POST,DAP,UNITED KINGDOM,NO,UK_VOEC-DOMESTIC,MARKETPLACE
1179,2022-09-01,amazon.de,RETURN,B09TTRRHW8,Immersion Heater 3.000 W,1,1.73,1.73,,,,,,,,,,,,,,,,,,,PENZLIN (ORTSTEIL MALLIN),DE,17217,Bielany Wroclawskie,PL,55-040,DE,DE,CONSIGNMENT_BY_POST,XXX,,,,
1180,2022-09-01,,FC_TRANSFER,B09TTRRHW8,Immersion Heater 3.000 W,1,1.57,1.57,,,0.0,0.0,,,,,0.0,0.0,0.0,,,,0.0,0.0,,,Bielany Wroclawskie,PL,55-040,BOVES,FR,80440,,,TRANSPORT_BY_ROAD,XXX,,,,
1181,2022-09-01,amazon.de,SALE,B09TTTPGGM,Immersion Heater 1.500 W,1,1.63,1.63,75.62,75.62,0.0,0.0,75.62,0.19,14.37,14.37,0.19,0.0,0.0,14.37,89.99,89.99,0.0,0.0,89.99,EUR,Rheinberg,DE,47495,Marktrodach,DE,96364,DE,DE,CONSIGNMENT_BY_POST,DAP,GERMANY,NO,REGULAR,SELLER
1182,2022-09-01,amazon.de,RETURN,B09TTRRHW8,Immersion Heater 3.000 W,1,1.73,1.73,,,,,,,,,,,,,,,,,,,NEUBRANDENBURG,DE,17033,Bielany Wroclawskie,PL,55-040,DE,DE,CONSIGNMENT_BY_POST,XXX,,,,
1183,2022-09-01,amazon.co.uk,SALE,B08L3ZJ7QG,Wine Bottle Stand (Red),1,0.04,0.04,12.49,12.49,0.0,0.0,12.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.49,12.49,0.0,0.0,12.49,GBP,Darlington,GB,DL1 4BF,OLDHAM,GB,OL2 6UU,GB,GB,CONSIGNMENT_BY_POST,DAP,UNITED KINGDOM,NO,UK_VOEC-DOMESTIC,MARKETPLACE
1184,2022-09-01,amazon.de,RETURN,B09TTRRHW8,Immersion Heater 3.000 W,1,1.73,1.73,,,,,,,,,,,,,,,,,,,MÜHLHAUSEN/THÜRINGEN,DE,99998,Bielany Wroclawskie,PL,55-040,DE,DE,CONSIGNMENT_BY_POST,XXX,,,,
1185,2022-09-01,amazon.co.uk,SALE,B08L3ZJ7QG,Wine Bottle Stand (Red),1,0.04,0.04,12.49,12.49,,,12.49,0.2,2.5,2.5,,,,2.5,14.99,14.99,,,14.99,GBP,Mansfield,GB,NG17 4PA,Mansfield,GB,NG17 4PA,GB,GB,CONSIGNMENT_BY_POST,DAP,UNITED KINGDOM,NO,REGULAR,SELLER
1186,2022-09-01,amazon.de,SALE,B09TTTPGGM,Immersion Heater 1.500 W,2,1.63,3.26,151.24,151.24,3.35,0.0,151.24,0.19,28.74,28.74,0.19,0.64,0.0,28.74,179.98,179.98,3.99,0.0,179.98,EUR,Rheinberg,DE,47495,Pforzheim,DE,75177,DE,DE,CONSIGNMENT_BY_POST,DAP,GERMANY,NO,REGULAR,SELLER
1187,2022-09-01,amazon.co.uk,SALE,B08L3ZJ7QG,Wine Bottle Stand (Red),1,0.04,0.04,12.49,12.49,0.0,0.0,12.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.49,12.49,0.0,0.0,12.49,GBP,DARTFORD,GB,DA1 5XU,CROYDON,GB,CR0 7PD,GB,GB,CONSIGNMENT_BY_POST,DAP,UNITED KINGDOM,NO,UK_VOEC-DOMESTIC,MARKETPLACE
1188,2022-09-01,amazon.co.uk,SALE,B08L3ZJ7QG,Wine Bottle Stand (Red),1,0.04,0.04,12.49,12.49,0.0,0.0,12.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.49,12.49,0.0,0.0,12.49,GBP,Bristol,GB,BS35 4DJ,DAGENHAM,GB,RM9 5UU,GB,GB,CONSIGNMENT_BY_POST,DAP,UNITED KINGDOM,NO,UK_VOEC-DOMESTIC,MARKETPLACE
1189,2022-09-01,amazon.co.uk,SALE,B08L3ZJ7QG,Wine Bottle Stand (Red),2,0.04,0.08,24.98,24.98,,,24.98,0.2,5.0,5.0,,,,5.0,29.98,29.98,,,29.98,GBP,Mansfield,GB,NG17 4PA,Mansfield,GB,NG17 4PA,GB,GB,CONSIGNMENT_BY_POST,DAP,UNITED KINGDOM,NO,REGULAR,SELLER
1190,2022-09-01,amazon.co.uk,SALE,B08L3ZJ7QG,Wine Bottle Stand (Red),1,0.04,0.04,12.49,12.49,,,12.49,0.2,2.5,2.5,,,,2.5,14.99,14.99,,,14.99,GBP,Mansfield,GB,NG17 4PA,Mansfield,GB,NG17 4PA,GB,GB,CONSIGNMENT_BY_POST,DAP,UNITED KINGDOM,NO,REGULAR,SELLER
1191,2022-09-01,amazon.de,REFUND,B09TTRRHW8,Immersion Heater 3.000 W,1,,,-84.03,-84.03,,,-84.03,0.19,-15.96,-15.96,,,,-15.96,-99.99,-99.99,,,-99.99,EUR,Leipzig,,04347,Frankfurt Am Main,,60528,DE,DE,CONSIGNMENT_BY_POST,DAP,GERMANY,NO,REGULAR,SELLER
1192,2022-09-01,,FC_TRANSFER,B09TTRRHW8,Immersion Heater 3.000 W,1,1.57,1.57,,,0.0,0.0,,,,,0.0,0.0,0.0,,,,0.0,0.0,,,Bielany Wroclawskie,PL,55-040,BOVES,FR,80440,,,TRANSPORT_BY_ROAD,XXX,,,,
1193,2022-09-01,amazon.de,SALE,B09TTTPGGM,Immersion Heater 1.500 W,1,1.63,1.63,75.62,75.62,0.0,0.0,75.62,0.19,14.37,14.37,0.19,0.0,0.0,14.37,89.99,89.99,0.0,0.0,89.99,EUR,Rheinberg,DE,47495,Gelsenkirchen,DE,45897,DE,DE,CONSIGNMENT_BY_POST,DAP,GERMANY,NO,REGULAR,SELLER
1194,2022-09-01,amazon.de,SALE,B09TTTPGGM,Immersion Heater 1.500 W,1,1.63,1.63,75.62,75.62,0.0,0.0,75.62,0.19,14.37,14.37,0.19,0.0,0.0,14.37,89.99,89.99,0.0,0.0,89.99,EUR,Rheinberg,DE,47495,Blankenheim,DE,53945,DE,DE,CONSIGNMENT_BY_POST,DAP,GERMANY,NO,REGULAR,SELLER
1195,2022-09-01,amazon.de,SALE,B09TTTPGGM,Immersion Heater 1.500 W,1,1.63,1.63,75.62,75.62,0.0,0.0,75.62,0.19,14.37,14.37,0.19,0.0,0.0,14.37,89.99,89.99,0.0,0.0,89.99,EUR,Rheinberg,DE,47495,Brunn,DE,17039,DE,DE,CONSIGNMENT_BY_POST,DAP,GERMANY,NO,REGULAR,SELLER
1196,2022-09-01,amazon.de,SALE,B09TTTPGGM,Immersion Heater 1.500 W,1,1.63,1.63,75.62,75.62,0.0,0.0,75.62,0.19,14.37,14.37,0.19,0.0,0.0,14.37,89.99,89.99,0.0,0.0,89.99,EUR,Rheinberg,DE,47495,Sankt Augustin,DE,53757,DE,DE,CONSIGNMENT_BY_POST,DAP,GERMANY,NO,REGULAR,SELLER
1197,2022-09-01,amazon.de,SALE,B09TTTPGGM,Immersion Heater 1.500 W,1,1.63,1.63,75.62,75.62,0.0,0.0,75.62,0.19,14.37,14.37,0.19,0.0,0.0,14.37,89.99,89.99,0.0,0.0,89.99,EUR,Rheinberg,DE,47495,Aschau I. Chiemgau,DE,83229,DE,DE,CONSIGNMENT_BY_POST,DAP,GERMANY,NO,REGULAR,SELLER
1198,2022-09-01,amazon.de,RETURN,B09TTRRHW8,Immersion Heater 3.000 W,1,1.73,1.73,,,,,,,,,,,,,,,,,,,RÖHRMOOS,DE,85244,Bielany Wroclawskie,PL,55-040,DE,DE,CONSIGNMENT_BY_POST,XXX,,,,
1199,2022-09-01,,FC_TRANSFER,B09TTRRHW8,Immersion Heater 3.000 W,1,1.57,1.57,,,0.0,0.0,,,,,0.0,0.0,0.0,,,,0.0,0.0,,,Bielany Wroclawskie,PL,55-040,Brebieres,FR,62117,,,TRANSPORT_BY_ROAD,XXX,,,,
1200,2022-09-01,amazon.de,SALE,B0838M7V44,Wine Bottle Stand (Rose),1,0.55,0.55,25.2,25.2,3.35,0.0,25.2,0.19,4.79,4.79,0.19,0.64,0.0,4.79,29.99,29.99,3.99,0.0,29.99,EUR,Monchengladbach,DE,41179,Kappel-Grafenhausen,DE,77966,DE,DE,CONSIGNMENT_BY_POST,DAP,GERMANY,NO,REGULAR,SELLER
1201,2022-09-01,amazon.co.uk,SALE,B08L3ZJ7QG,Wine Bottle Stand (Red),1,0.04,0.04,12.49,12.49,0.0,0.0,12.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.49,12.49,0.0,0.0,12.49,GBP,Tilbury,GB,RM18 7AN,LONDON,GB,W4 5LP,GB,GB,CONSIGNMENT_BY_POST,DAP,UNITED KINGDOM,NO,UK_VOEC-DOMESTIC,MARKETPLACE
1202,2022-09-01,amazon.de,REFUND,B09TTRRHW8,Immersion Heater 3.000 W,1,,,-84.03,-84.03,,,-84.03,0.19,-15.96,-15.96,,,,-15.96,-99.99,-99.99,,,-99.99,EUR,Leipzig,,04347,Rivenich,,54518,DE,DE,CONSIGNMENT_BY_POST,DAP,GERMANY,NO,REGULAR,SELLER
1203,2022-09-01,amazon.de,REFUND,B09TTRRHW8,Immersion Heater 3.000 W,1,,,-84.03,-84.03,,,-84.03,0.19,-15.96,-15.96,,,,-15.96,-99.99,-99.99,,,-99.99,EUR,Sulzetal,,39171,Mühlhausen/thüringen,,99998,DE,DE,CONSIGNMENT_BY_POST,DAP,GERMANY,NO,REGULAR,SELLER
1204,2022-09-01,,FC_TRANSFER,B09TTRRHW8,Immersion Heater 3.000 W,1,1.57,1.57,,,0.0,0.0,,,,,0.0,0.0,0.0,,,,0.0,0.0,,,Bielany Wroclawskie,PL,55-040,Brebieres,FR,62117,,,TRANSPORT_BY_ROAD,XXX,,,,
1205,2022-09-01,,FC_TRANSFER,B09TTRRHW8,Immersion Heater 3.000 W,1,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,,,,0.0,0.0,,,Bielany Wroclawskie,PL,55-040,Brebieres,FR,62117,,,TRANSPORT_BY_ROAD,XXX,,,,
1206,2022-09-01,amazon.de,SALE,B09TTTPGGM,Immersion Heater 1.500 W,2,1.63,3.26,151.24,151.24,0.0,0.0,151.24,0.19,28.74,28.74,0.19,0.0,0.0,28.74,179.98,179.98,0.0,0.0,179.98,EUR,Rheinberg,DE,47495,Billerbeck,DE,48727,DE,DE,CONSIGNMENT_BY_POST,DAP,GERMANY,NO,REGULAR,SELLER
1207,2022-09-01,amazon.de,REFUND,B09TTRRHW8,Immersion Heater 3.000 W,1,,,-84.03,-84.03,,,-84.03,0.19,-15.96,-15.96,,,,-15.96,-99.99,-99.99,,,-99.99,EUR,Leipzig,,04347,Frankenberg (Eder),,35066,DE,DE,CONSIGNMENT_BY_POST,DAP,GERMANY,NO,REGULAR,SELLER
1208,2022-09-01,amazon.de,SALE,B09TTRRHW8,Immersion Heater 3.000 W,1,1.73,1.73,84.03,84.03,0.83,0.0,84.03,0.19,15.96,15.96,0.19,0.16,0.0,15.96,99.99,99.99,0.99,0.0,99.99,EUR,Châtres,FR,77610,Leiferde,DE,38542,FR,DE,CONSIGNMENT_BY_POST,DAP,GERMANY,NO,REGULAR,SELLER
1209,2022-09-01,amazon.de,SALE,B09TTTPGGM,Immersion Heater 1.500 W,1,1.63,1.63,75.62,75.62,0.0,0.0,75.62,0.19,14.37,14.37,0.19,0.0,0.0,14.37,89.99,89.99,0.0,0.0,89.99,EUR,Rheinberg,DE,47495,Eggersdorf,DE,15345,DE,DE,CONSIGNMENT_BY_POST,DAP,GERMANY,NO,REGULAR,SELLER
1210,2022-09-01,amazon.de,RETURN,B09TTRRHW8,Immersion Heater 3.000 W,1,1.73,1.73,,,,,,,,,,,,,,,,,,,KORBACH,DE,34497,Bielany Wroclawskie,PL,55-040,DE,DE,CONSIGNMENT_BY_POST,XXX,,,,
1211,2022-09-01,amazon.de,REFUND,B09TTRRHW8,Immersion Heater 3.000 W,1,,,-84.03,-84.03,,,-84.03,0.19,-15.96,-15.96,,,,-15.96,-99.99,-99.99,,,-99.99,EUR,Oberhausen,,46147,Korbach,,34497,DE,DE,CONSIGNMENT_BY_POST,DAP,GERMANY,NO,REGULAR,SELLER
1212,2022-09-01,amazon.de,SALE,B09TTTPGGM,Immersion Heater 1.500 W,1,1.63,1.63,75.62,75.62,24.44,24.44,100.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.62,75.62,24.44,24.44,100.06,EUR,Rheinberg,DE,47495,Jerusalem,IL,9531136,DE,IL,CONSIGNMENT_BY_POST,DAP,GERMANY,YES,REGULAR,SELLER
1213,2022-09-01,amazon.co.uk,SALE,B08L3ZJ7QG,Wine Bottle Stand (Red),1,0.04,0.04,12.49,12.49,0.0,0.0,12.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.49,12.49,0.0,0.0,12.49,GBP,Mansfield,GB,NG17 4PA,LONDON,GB,E6 2DD,GB,GB,CONSIGNMENT_BY_POST,DAP,UNITED KINGDOM,NO,UK_VOEC-DOMESTIC,MARKETPLACE
1214,2022-09-01,amazon.de,RETURN,B09TTRRHW8,Immersion Heater 3.000 W,1,1.73,1.73,,,,,,,,,,,,,,,,,,,RAVENSBURG,DE,88212,Bielany Wroclawskie,PL,55-040,DE,DE,CONSIGNMENT_BY_POST,XXX,,,,
1215,2022-09-01,amazon.de,RETURN,B09TTRRHW8,Immersion Heater 3.000 W,1,1.73,1.73,,,,,,,,,,,,,,,,,,,AITRANG,DE,87648,Bielany Wroclawskie,PL,55-040,DE,DE,CONSIGNMENT_BY_POST,XXX,,,,
1216,2022-09-01,,FC_TRANSFER,B09TTRRHW8,Immersion Heater 3.000 W,1,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,,,,0.0,0.0,,,Bielany Wroclawskie,PL,55-040,Châtres,FR,77610,,,TRANSPORT_BY_ROAD,XXX,,,,
1217,2022-09-01,,FC_TRANSFER,B09TTRRHW8,Immersion Heater 3.000 W,1,1.57,1.57,,,0.0,0.0,,,,,0.0,0.0,0.0,,,,0.0,0.0,,,Bielany Wroclawskie,PL,55-040,Châtres,FR,77610,,,TRANSPORT_BY_ROAD,XXX,,,,
1218,2022-09-01,,FC_TRANSFER,B09TTRRHW8,Immersion Heater 3.000 W,2,1.57,3.14,,,0.0,0.0,,,,,0.0,0.0,0.0,,,,0.0,0.0,,,Bielany Wroclawskie,PL,55-040,Brebieres,FR,62117,,,TRANSPORT_BY_ROAD,XXX,,,,
1219,2022-09-01,amazon.de,SALE,B09TTTPGGM,Immersion Heater 1.500 W,2,1.63,3.26,151.24,151.24,3.35,0.0,151.24,0.19,28.74,28.74,0.19,0.64,0.0,28.74,179.98,179.98,3.99,0.0,179.98,EUR,Rheinberg,DE,47495,Mönchengladbach,DE,41066,DE,DE,CONSIGNMENT_BY_POST,DAP,GERMANY,NO,REGULAR,SELLER
1220,2022-09-01,amazon.co.uk,SALE,B08L3ZJ7QG,Wine Bottle Stand (Red),1,0.04,0.04,12.49,12.49,0.0,0.0,12.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.49,12.49,0.0,0.0,12.49,GBP,Tilbury,GB,RM18 7AN,Alton,GB,GU34 4LL,GB,GB,CONSIGNMENT_BY_POST,DAP,UNITED KINGDOM,NO,UK_VOEC-DOMESTIC,MARKETPLACE
1221,2022-09-01,amazon.co.uk,SALE,B08L3ZJ7QG,Wine Bottle Stand (Red),1,0.04,0.04,12.49,12.49,0.0,0.0,12.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.49,12.49,0.0,0.0,12.49,GBP,DARTFORD,GB,DA1 5XU,LONDON,GB,EC1V 9LL,GB,GB,CONSIGNMENT_BY_POST,DAP,UNITED KINGDOM,NO,UK_VOEC-DOMESTIC,MARKETPLACE
1222,2022-09-01,amazon.co.uk,SALE,B08L3ZJ7QG,Wine Bottle Stand (Red),1,0.04,0.04,12.49,12.49,0.0,0.0,12.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.49,12.49,0.0,0.0,12.49,GBP,SWINDON,GB,SN3 4DB,ABERDEEN,GB,AB15 5PH,GB,GB,CONSIGNMENT_BY_POST,DAP,UNITED KINGDOM,NO,UK_VOEC-DOMESTIC,MARKETPLACE
1223,2022-09-01,,FC_TRANSFER,B09TTRRHW8,Immersion Heater 3.000 W,1,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,,,,0.0,0.0,,,Bielany Wroclawskie,PL,55-040,Satolas-et-Bonce,FR,38290,,,TRANSPORT_BY_ROAD,XXX,,,,
1224,2022-09-01,amazon.de,SALE,B09TTTPGGM,Immersion Heater 1.500 W,1,1.63,1.63,75.62,75.62,0.0,0.0,75.62,0.19,14.37,14.37,0.19,0.0,0.0,14.37,89.99,89.99,0.0,0.0,89.99,EUR,Rheinberg,DE,47495,Lütjensee,DE,22952,DE,DE,CONSIGNMENT_BY_POST,DAP,GERMANY,NO,REGULAR,SELLER
1225,2022-09-01,amazon.de,SALE,B09TTTPGGM,Immersion Heater 1.500 W,1,1.63,1.63,75.62,75.62,0.0,0.0,75.62,0.19,14.37,14.37,0.19,0.0,0.0,14.37,89.99,89.99,0.0,0.0,89.99,EUR,Rheinberg,DE,47495,Jena,DE,07749,DE,DE,CONSIGNMENT_BY_POST,DAP,GERMANY,NO,REGULAR,SELLER
