,activity_period,marketplace,transaction_type,asin,product_name,qty,item_weight,total_activity_weight,price_of_items_amt_vat_excl,total_price_of_items_amt_vat_excl,ship_charge_amt_vat_excl,total_ship_charge_amt_vat_excl,total_activity_value_amt_vat_excl,price_of_items_vat_rate_percent,price_of_items_vat_amt,total_price_of_items_vat_amt,ship_charge_vat_rate_percent,ship_charge_vat_amt,total_ship_charge_vat_amt,total_activity_value_vat_amt,price_of_items_amt_vat_incl,total_price_of_items_amt_vat_incl,ship_charge_amt_vat_incl,total_ship_charge_amt_vat_incl,total_activity_value_amt_vat_incl,transaction_currency_code,depature_city,departure_country,departure_post_code,arrival_city,arrival_country,arrival_post_code,sale_depart_country,sale_arrival_country,transportation_mode,delivery_conditions,taxable_jurisdiction,export_outside_eu,tax_reporting_scheme,tax_collection_responsibility
503,2022-05-01,amazon.de,SALE,B09TTRRHW8,Immersion Heater 3.000 W,1,1.73,1.73,84.03,84.03,4.19,4.19,88.22,0.19,15.96,15.96,0.19,0.8,0.8,16.76,99.99,99.99,4.99,4.99,104.98,EUR,Sulzetal,DE,39171,Finnentrop,DE,57413,DE,DE,CONSIGNMENT_BY_POST,DAP,GERMANY,NO,REGULAR,SELLER
504,2022-05-01,amazon.de,SALE,B09TTRRHW8,Immersion Heater 3.000 W,1,1.73,1.73,84.03,63.02,0.0,0.0,63.02,0.19,15.96,11.97,0.19,0.0,0.0,11.97,99.99,74.99,0.0,0.0,74.99,EUR,Sulzetal,DE,39171,Altötting,DE,84503,DE,DE,CONSIGNMENT_BY_POST,DAP,GERMANY,NO,REGULAR,SELLER
505,2022-05-01,amazon.de,SALE,B09TTRRHW8,Immersion Heater 3.000 W,1,1.73,1.73,84.03,63.02,0.0,0.0,63.02,0.19,15.96,11.97,0.19,0.0,0.0,11.97,99.99,74.99,0.0,0.0,74.99,EUR,Sulzetal,DE,39171,Frankenau,DE,35110,DE,DE,CONSIGNMENT_BY_POST,DAP,GERMANY,NO,REGULAR,SELLER
506,2022-05-01,amazon.de,RETURN,B09TTRRHW8,Immersion Heater 3.000 W,1,1.73,1.73,,,,,,,,,,,,,,,,,,,PETERSRODA,DE,06809,Bielany Wroclawskie,PL,55-040,DE,DE,CONSIGNMENT_BY_POST,XXX,,,,
507,2022-05-01,amazon.de,RETURN,B09TTRRHW8,Immersion Heater 3.000 W,1,1.73,1.73,,,,,,,,,,,,,,,,,,,BONN,DE,53225,Bielany Wroclawskie,PL,55-040,DE,DE,CONSIGNMENT_BY_POST,XXX,,,,
508,2022-05-01,amazon.de,REFUND,B09TTRRHW8,Immersion Heater 3.000 W,1,,,-84.03,-84.03,,,-84.03,0.19,-15.96,-15.96,,,,-15.96,-99.99,-99.99,,,-99.99,EUR,Sulzetal,,39171,Petersroda,,06809,DE,DE,CONSIGNMENT_BY_POST,DAP,GERMANY,NO,REGULAR,SELLER
509,2022-05-01,amazon.de,SALE,B09TTTPGGM,Immersion Heater 1.500 W,1,,,75.62,75.62,0.0,0.0,75.62,0.19,14.37,14.37,0.19,0.0,0.0,14.37,89.99,89.99,0.0,0.0,89.99,EUR,Berlin,DE,10119,Schmalkalden,DE,98574,DE,DE,,,GERMANY,NO,REGULAR,SELLER
510,2022-05-01,amazon.de,SALE,B09TLC5WC3,KORE + FRIENDS Eco Disc,1,0.58,0.58,16.8,16.8,0.0,0.0,16.8,0.19,3.19,3.19,0.19,0.0,0.0,3.19,19.99,19.99,0.0,0.0,19.99,EUR,Leipzig,DE,04347,Berlin,DE,10963,DE,DE,CONSIGNMENT_BY_POST,DAP,GERMANY,NO,REGULAR,SELLER
511,2022-05-01,amazon.de,SALE,B09TTRRHW8,Immersion Heater 3.000 W,1,1.73,1.73,84.03,84.03,0.0,0.0,84.03,0.19,15.96,15.96,0.19,0.0,0.0,15.96,99.99,99.99,0.0,0.0,99.99,EUR,Sulzetal,DE,39171,Schweich,DE,54338,DE,DE,CONSIGNMENT_BY_POST,DAP,GERMANY,NO,REGULAR,SELLER
512,2022-05-01,amazon.es,SALE,B08L3ZJ7QG,Wine Bottle Stand (Red),1,0.04,0.04,16.52,16.52,3.3,3.3,19.82,0.21,3.47,3.47,0.21,0.69,0.69,4.16,19.99,19.99,3.99,3.99,23.98,EUR,Illescas,ES,45200,Tossa de Mar,ES,17320,ES,ES,CONSIGNMENT_BY_POST,DAP,SPAIN,NO,REGULAR,SELLER
513,2022-05-01,amazon.fr,SALE,B09TTRRHW8,Immersion Heater 3.000 W,2,1.73,3.46,166.64,166.64,0.0,0.0,166.64,0.2,33.34,33.34,0.2,0.0,0.0,33.34,199.98,199.98,0.0,0.0,199.98,EUR,Sulzetal,DE,39171,Houdan,FR,78550,DE,FR,CONSIGNMENT_BY_POST,DAP,FRANCE,NO,REGULAR,SELLER
514,2022-05-01,amazon.it,SALE,B08L3ZJ7QG,Wine Bottle Stand (Red),1,0.04,0.04,19.99,19.99,0.0,0.0,19.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.99,19.99,0.0,0.0,19.99,EUR,Illescas,ES,45200,Sora,IT,03039,ES,IT,CONSIGNMENT_BY_POST,DAP,ITALY,NO,REGULAR,SELLER
515,2022-05-01,amazon.de,SALE,B08L3ZJ7QG,Wine Bottle Stand (Red),1,0.04,0.04,12.6,12.6,0.0,0.0,12.6,0.19,2.39,2.39,0.19,0.0,0.0,2.39,14.99,14.99,0.0,0.0,14.99,EUR,Augny,FR,57685,Hamburg,DE,22309,FR,DE,CONSIGNMENT_BY_POST,DAP,GERMANY,NO,REGULAR,SELLER
516,2022-05-01,amazon.de,SALE,B08L3ZJ7QG,Wine Bottle Stand (Red),3,0.04,0.12,37.8,37.8,0.0,0.0,37.8,0.19,7.17,7.17,0.19,0.0,0.0,7.17,44.97,44.97,0.0,0.0,44.97,EUR,Augny,FR,57685,Wennigsen (Deister),DE,30974,FR,DE,CONSIGNMENT_BY_POST,DAP,GERMANY,NO,REGULAR,SELLER
517,2022-05-01,amazon.de,REFUND,B09TTRRHW8,Immersion Heater 3.000 W,1,,,-84.03,-63.02,,,-63.02,0.19,-15.96,-11.97,,,,-11.97,-99.99,-74.99,,,-74.99,EUR,Sulzetal,,39171,Bonn,,53225,DE,DE,CONSIGNMENT_BY_POST,DAP,GERMANY,NO,REGULAR,SELLER
518,2022-05-01,,FC_TRANSFER,B082J64726,Immersion Heater 3.000 W,1,1.28,1.28,,,0.0,0.0,,,,,0.0,0.0,0.0,,,,0.0,0.0,,,Komorniki,PL,62-052,Leipzig,DE,04347,,,TRANSPORT_BY_ROAD,XXX,,,,
519,2022-05-01,,FC_TRANSFER,B082J64726,Immersion Heater 3.000 W,1,1.28,1.28,,,0.0,0.0,,,,,0.0,0.0,0.0,,,,0.0,0.0,,,Komorniki,PL,62-052,Leipzig,DE,04347,,,TRANSPORT_BY_ROAD,XXX,,,,
520,2022-05-01,amazon.de,SALE,B09TTTPGGM,Immersion Heater 1.500 W,1,,,75.62,75.62,0.0,0.0,75.62,0.19,14.37,14.37,0.19,0.0,0.0,14.37,89.99,89.99,0.0,0.0,89.99,EUR,Berlin,DE,10119,Alfter,DE,53347,DE,DE,,,GERMANY,NO,REGULAR,SELLER
521,2022-05-01,amazon.de,SALE,B09TTRRHW8,Immersion Heater 3.000 W,1,1.73,1.73,84.03,63.02,0.0,0.0,63.02,0.19,15.96,11.97,0.19,0.0,0.0,11.97,99.99,74.99,0.0,0.0,74.99,EUR,Sulzetal,DE,39171,Düren,DE,52353,DE,DE,CONSIGNMENT_BY_POST,DAP,GERMANY,NO,REGULAR,SELLER
522,2022-05-01,amazon.de,SALE,B09TTRRHW8,Immersion Heater 3.000 W,1,1.73,1.73,84.03,84.03,0.0,0.0,84.03,0.19,15.96,15.96,0.19,0.0,0.0,15.96,99.99,99.99,0.0,0.0,99.99,EUR,Sulzetal,DE,39171,Lübeck,DE,23568,DE,DE,CONSIGNMENT_BY_POST,DAP,GERMANY,NO,REGULAR,SELLER
523,2022-05-01,amazon.de,SALE,B09TTRRHW8,Immersion Heater 3.000 W,1,1.73,1.73,84.03,84.03,0.0,0.0,84.03,0.19,15.96,15.96,0.19,0.0,0.0,15.96,99.99,99.99,0.0,0.0,99.99,EUR,Sulzetal,DE,39171,Hückelhoven,DE,41836,DE,DE,CONSIGNMENT_BY_POST,DAP,GERMANY,NO,REGULAR,SELLER
524,2022-05-01,amazon.de,SALE,B08L3ZJ7QG,Wine Bottle Stand (Red),2,0.04,0.08,25.2,25.2,0.0,0.0,25.2,0.19,4.78,4.78,0.19,0.0,0.0,4.78,29.98,29.98,0.0,0.0,29.98,EUR,Augny,FR,57685,Poing,DE,85586,FR,DE,CONSIGNMENT_BY_POST,DAP,GERMANY,NO,REGULAR,SELLER
525,2022-05-01,amazon.de,SALE,B09TTRRHW8,Immersion Heater 3.000 W,1,1.73,1.73,84.03,84.03,0.0,0.0,84.03,0.19,15.96,15.96,0.19,0.0,0.0,15.96,99.99,99.99,0.0,0.0,99.99,EUR,Sulzetal,DE,39171,Berlin,DE,10963,DE,DE,CONSIGNMENT_BY_POST,DAP,GERMANY,NO,REGULAR,SELLER
526,2022-05-01,amazon.de,SALE,B09TTRRHW8,Immersion Heater 3.000 W,1,1.73,1.73,84.03,84.03,0.0,0.0,84.03,0.19,15.96,15.96,0.19,0.0,0.0,15.96,99.99,99.99,0.0,0.0,99.99,EUR,Sulzetal,DE,39171,Mengkofen,DE,84152,DE,DE,CONSIGNMENT_BY_POST,DAP,GERMANY,NO,REGULAR,SELLER
527,2022-05-01,amazon.de,SALE,B09TTRRHW8,Immersion Heater 3.000 W,1,1.73,1.73,84.03,84.03,0.0,0.0,84.03,0.19,15.96,15.96,0.19,0.0,0.0,15.96,99.99,99.99,0.0,0.0,99.99,EUR,Sulzetal,DE,39171,Winsen (Luhe),DE,21423,DE,DE,CONSIGNMENT_BY_POST,DAP,GERMANY,NO,REGULAR,SELLER
528,2022-05-01,amazon.de,SALE,B09TTRRHW8,Immersion Heater 3.000 W,1,1.73,1.73,84.03,84.03,3.35,0.0,84.03,0.19,15.96,15.96,0.19,0.64,0.0,15.96,99.99,99.99,3.99,0.0,99.99,EUR,Sulzetal,DE,39171,Klipphausen,DE,01665,DE,DE,CONSIGNMENT_BY_POST,DAP,GERMANY,NO,REGULAR,SELLER
529,2022-05-01,amazon.de,SALE,B09TTRRHW8,Immersion Heater 3.000 W,1,1.73,1.73,84.03,63.02,0.0,0.0,63.02,0.19,15.96,11.97,0.19,0.0,0.0,11.97,99.99,74.99,0.0,0.0,74.99,EUR,Sulzetal,DE,39171,Dingelstädt,DE,37351,DE,DE,CONSIGNMENT_BY_POST,DAP,GERMANY,NO,REGULAR,SELLER
530,2022-05-01,amazon.de,SALE,B08L3ZJ7QG,Wine Bottle Stand (Red),1,0.04,0.04,12.6,12.6,3.35,3.35,15.95,0.19,2.39,2.39,0.19,0.64,0.64,3.03,14.99,14.99,3.99,3.99,18.98,EUR,Augny,FR,57685,dörverden,DE,27313,FR,DE,CONSIGNMENT_BY_POST,DAP,GERMANY,NO,REGULAR,SELLER
531,2022-05-01,amazon.it,SALE,B08L3ZJ7QG,Wine Bottle Stand (Red),1,0.04,0.04,19.99,19.99,0.0,0.0,19.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.99,19.99,0.0,0.0,19.99,EUR,Illescas,ES,45200,Senago,IT,20030,ES,IT,CONSIGNMENT_BY_POST,DAP,ITALY,NO,REGULAR,SELLER
532,2022-05-01,amazon.de,SALE,B08L3ZJ7QG,Wine Bottle Stand (Red),1,0.04,0.04,12.6,12.6,0.0,0.0,12.6,0.19,2.39,2.39,0.19,0.0,0.0,2.39,14.99,14.99,0.0,0.0,14.99,EUR,Illescas,ES,45200,Leipzig,DE,04103,ES,DE,CONSIGNMENT_BY_POST,DAP,GERMANY,NO,REGULAR,SELLER
533,2022-05-01,amazon.de,SALE,B09TTRRHW8,Immersion Heater 3.000 W,1,1.73,1.73,84.03,84.03,0.0,0.0,84.03,0.19,15.96,15.96,0.19,0.0,0.0,15.96,99.99,99.99,0.0,0.0,99.99,EUR,Sulzetal,DE,39171,Petersroda,DE,06809,DE,DE,CONSIGNMENT_BY_POST,DAP,GERMANY,NO,REGULAR,SELLER
534,2022-05-01,amazon.de,SALE,B09TTTPGGM,Immersion Heater 1.500 W,1,,,75.62,75.62,0.0,0.0,75.62,0.19,14.37,14.37,0.19,0.0,0.0,14.37,89.99,89.99,0.0,0.0,89.99,EUR,Berlin,DE,10119,Süptitz,DE,04860,DE,DE,,,GERMANY,NO,REGULAR,SELLER
535,2022-05-01,amazon.de,SALE,B09TTTPGGM,Immersion Heater 1.500 W,1,,,75.62,75.62,0.0,0.0,75.62,0.19,14.37,14.37,0.19,0.0,0.0,14.37,89.99,89.99,0.0,0.0,89.99,EUR,Berlin,DE,10119,Bad Schwalbach,DE,65307,DE,DE,,,GERMANY,NO,REGULAR,SELLER
536,2022-05-01,amazon.de,SALE,B09TTRRHW8,Immersion Heater 3.000 W,1,1.73,1.73,84.03,63.02,0.0,0.0,63.02,0.19,15.96,11.97,0.19,0.0,0.0,11.97,99.99,74.99,0.0,0.0,74.99,EUR,Sulzetal,DE,39171,Hutthurm,DE,94116,DE,DE,CONSIGNMENT_BY_POST,DAP,GERMANY,NO,REGULAR,SELLER
537,2022-05-01,amazon.de,SALE,B09TTRRHW8,Immersion Heater 3.000 W,1,1.73,1.73,84.03,63.02,0.0,0.0,63.02,0.19,15.96,11.97,0.19,0.0,0.0,11.97,99.99,74.99,0.0,0.0,74.99,EUR,Sulzetal,DE,39171,Alzenau,DE,63755,DE,DE,CONSIGNMENT_BY_POST,DAP,GERMANY,NO,REGULAR,SELLER
538,2022-05-01,amazon.de,SALE,B09TTRRHW8,Immersion Heater 3.000 W,1,1.73,1.73,84.03,63.02,0.0,0.0,63.02,0.19,15.96,11.97,0.19,0.0,0.0,11.97,99.99,74.99,0.0,0.0,74.99,EUR,Sulzetal,DE,39171,Simmozheim,DE,75397,DE,DE,CONSIGNMENT_BY_POST,DAP,GERMANY,NO,REGULAR,SELLER
539,2022-05-01,amazon.de,SALE,B09TTRRHW8,Immersion Heater 3.000 W,1,1.73,1.73,84.03,84.03,0.0,0.0,84.03,0.19,15.96,15.96,0.19,0.0,0.0,15.96,99.99,99.99,0.0,0.0,99.99,EUR,Sulzetal,DE,39171,Berlin,DE,10119,DE,DE,CONSIGNMENT_BY_POST,DAP,GERMANY,NO,REGULAR,SELLER
540,2022-05-01,amazon.co.uk,SALE,B08L3ZJ7QG,Wine Bottle Stand (Red),1,0.04,0.04,12.49,12.49,0.0,0.0,12.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.49,12.49,0.0,0.0,12.49,GBP,BOWBURN,GB,DH6 5NP,SOUTHPORT,GB,PR8 3AE,GB,GB,CONSIGNMENT_BY_POST,DAP,UNITED KINGDOM,NO,UK_VOEC-DOMESTIC,MARKETPLACE
541,2022-05-01,amazon.de,SALE,B09TTRRHW8,Immersion Heater 3.000 W,1,1.73,1.73,84.03,84.03,0.0,0.0,84.03,0.19,15.96,15.96,0.19,0.0,0.0,15.96,99.99,99.99,0.0,0.0,99.99,EUR,Sulzetal,DE,39171,Rhauderfehn,DE,26817,DE,DE,CONSIGNMENT_BY_POST,DAP,GERMANY,NO,REGULAR,SELLER
542,2022-05-01,amazon.de,RETURN,B0982BNV2N,Baby Carrier (Caviar Grey),1,1.05,1.05,,,,,,,,,,,,,,,,,,,BERLIN,DE,10557,Trnava,SK,92601,DE,DE,CONSIGNMENT_BY_POST,XXX,,,,
543,2022-05-01,amazon.it,RETURN,B08L3ZJ7QG,Wine Bottle Stand (Red),1,0.04,0.04,,,,,,,,,,,,,,,,,,,SOGLIANO CAVOUR,IT,73010,Bielany Wroclawskie,PL,55-040,ES,IT,CONSIGNMENT_BY_POST,XXX,,,,
544,2022-05-01,amazon.de,REFUND,B082J64726,Immersion Heater 3.000 W,1,,,-84.03,-84.03,,,-84.03,0.19,-15.96,-15.96,,,,-15.96,-99.99,-99.99,,,-99.99,EUR,Kaiserslautern,,67661,Kastl,,84556,DE,DE,CONSIGNMENT_BY_POST,DAP,GERMANY,NO,REGULAR,SELLER
545,2022-05-01,amazon.de,SALE,B08L3ZJ7QG,Wine Bottle Stand (Red),1,0.04,0.04,12.6,12.6,0.0,0.0,12.6,0.19,2.39,2.39,0.19,0.0,0.0,2.39,14.99,14.99,0.0,0.0,14.99,EUR,Augny,FR,57685,Starnberg,DE,82319,FR,DE,CONSIGNMENT_BY_POST,DAP,GERMANY,NO,REGULAR,SELLER
546,2022-05-01,amazon.de,SALE,B09TTRRHW8,Immersion Heater 3.000 W,1,1.73,1.73,84.03,63.02,0.0,0.0,63.02,0.19,15.96,11.97,0.19,0.0,0.0,11.97,99.99,74.99,0.0,0.0,74.99,EUR,Sulzetal,DE,39171,Bonn,DE,53225,DE,DE,CONSIGNMENT_BY_POST,DAP,GERMANY,NO,REGULAR,SELLER
547,2022-05-01,amazon.de,SALE,B08L3ZJ7QG,Wine Bottle Stand (Red),1,0.04,0.04,12.6,12.6,3.35,3.35,15.95,0.19,2.39,2.39,0.19,0.64,0.64,3.03,14.99,14.99,3.99,3.99,18.98,EUR,Augny,FR,57685,Aichach,DE,86551,FR,DE,CONSIGNMENT_BY_POST,DAP,GERMANY,NO,REGULAR,SELLER
548,2022-05-01,amazon.de,SALE,B09TTRRHW8,Immersion Heater 3.000 W,1,1.73,1.73,84.03,84.03,0.0,0.0,84.03,0.19,15.96,15.96,0.19,0.0,0.0,15.96,99.99,99.99,0.0,0.0,99.99,EUR,Sulzetal,DE,39171,Würzburg,DE,97084,DE,DE,CONSIGNMENT_BY_POST,DAP,GERMANY,NO,REGULAR,SELLER
549,2022-05-01,,FC_TRANSFER,B082J64726,Immersion Heater 3.000 W,1,1.28,1.28,,,0.0,0.0,,,,,0.0,0.0,0.0,,,,0.0,0.0,,,Bielany Wroclawskie,PL,55-040,BOVES,FR,80440,,,TRANSPORT_BY_ROAD,XXX,,,,
550,2022-05-01,amazon.es,SALE,B08L3ZJ7QG,Wine Bottle Stand (Red),2,0.04,0.08,33.04,33.04,0.0,0.0,33.04,0.21,6.94,6.94,0.21,0.0,0.0,6.94,39.98,39.98,0.0,0.0,39.98,EUR,Seville,ES,41703,Jijona,ES,03100,ES,ES,CONSIGNMENT_BY_POST,DAP,SPAIN,NO,REGULAR,SELLER
551,2022-05-01,amazon.it,SALE,B08L3ZJ7QG,Wine Bottle Stand (Red),1,0.04,0.04,19.99,19.99,0.0,0.0,19.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.99,19.99,0.0,0.0,19.99,EUR,Illescas,ES,45200,VOLPIANO,IT,10088,ES,IT,CONSIGNMENT_BY_POST,DAP,ITALY,NO,REGULAR,SELLER
552,2022-05-01,amazon.de,SALE,B0982CT8BH,Baby Carrier (Lilac Grey),1,0.96,0.96,100.84,100.84,0.0,0.0,100.84,0.19,19.16,19.16,0.19,0.0,0.0,19.16,120.0,120.0,0.0,0.0,120.0,EUR,Monchengladbach,DE,41179,Idstein,DE,65510,DE,DE,CONSIGNMENT_BY_POST,DAP,GERMANY,NO,REGULAR,SELLER
553,2022-05-01,amazon.de,REFUND,B0982BNV2N,Baby Carrier (Caviar Grey),1,,,-100.84,-100.84,,,-100.84,0.19,-19.16,-19.16,,,,-19.16,-120.0,-120.0,,,-120.0,EUR,GERA,,07554,Berlin,,10557,DE,DE,CONSIGNMENT_BY_POST,DAP,GERMANY,NO,REGULAR,SELLER
554,2022-05-01,amazon.de,SALE,B09TTTPGGM,Immersion Heater 1.500 W,1,,,75.62,75.62,0.0,0.0,75.62,0.19,14.37,14.37,0.19,0.0,0.0,14.37,89.99,89.99,0.0,0.0,89.99,EUR,Berlin,DE,10119,Mühlenbeck,DE,16567,DE,DE,,,GERMANY,NO,REGULAR,SELLER
555,2022-05-01,amazon.de,SALE,B09TTRRHW8,Immersion Heater 3.000 W,1,1.73,1.73,84.03,84.03,0.0,0.0,84.03,0.19,15.96,15.96,0.19,0.0,0.0,15.96,99.99,99.99,0.0,0.0,99.99,EUR,Sulzetal,DE,39171,Am Großen Bruch OT Wulferstedt,DE,39393,DE,DE,CONSIGNMENT_BY_POST,DAP,GERMANY,NO,REGULAR,SELLER
556,2022-05-01,amazon.co.uk,SALE,B08L3ZJ7QG,Wine Bottle Stand (Red),1,0.04,0.04,12.49,12.49,0.0,0.0,12.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.49,12.49,0.0,0.0,12.49,GBP,BOWBURN,GB,DH6 5NP,HULL,GB,HU3 6TR,GB,GB,CONSIGNMENT_BY_POST,DAP,UNITED KINGDOM,NO,UK_VOEC-DOMESTIC,MARKETPLACE
557,2022-05-01,amazon.co.uk,SALE,B08L3Z6LM9,Wine Bottle Stand (Rose),1,0.05,0.05,9.27,9.27,0.0,0.0,9.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.27,9.27,0.0,0.0,9.27,GBP,Graben,DE,86836,HULL,GB,HU3 6TR,DE,GB,CONSIGNMENT_BY_POST,DAP,GERMANY,YES,UK_VOEC-IMPORT,MARKETPLACE
558,2022-05-01,amazon.de,RETURN,B082J64726,Immersion Heater 3.000 W,1,1.41,1.41,,,,,,,,,,,,,,,,,,,NAUMBURG (SAALE),DE,06618,Bielany Wroclawskie,PL,55-040,DE,DE,CONSIGNMENT_BY_POST,XXX,,,,
559,2022-05-01,amazon.de,REFUND,B0982BNV2N,Baby Carrier (Caviar Grey),1,,,-100.84,-100.84,,,-100.84,0.19,-19.16,-19.16,,,,-19.16,-120.0,-120.0,,,-120.0,EUR,GERA,,07554,Köln,,50676,DE,DE,CONSIGNMENT_BY_POST,DAP,GERMANY,NO,REGULAR,SELLER
560,2022-05-01,,FC_TRANSFER,B0982CT8BH,Baby Carrier (Lilac Grey),1,0.87,0.87,,,0.0,0.0,,,,,0.0,0.0,0.0,,,,0.0,0.0,,,Sered,SK,92601,Graben,DE,86836,,,TRANSPORT_BY_ROAD,XXX,,,,
561,2022-05-01,amazon.de,SALE,B0982BNV2N,Baby Carrier (Caviar Grey),1,1.05,1.05,100.84,100.84,0.0,0.0,100.84,0.19,19.16,19.16,0.19,0.0,0.0,19.16,120.0,120.0,0.0,0.0,120.0,EUR,GERA,DE,07554,Berlin,DE,10557,DE,DE,CONSIGNMENT_BY_POST,DAP,GERMANY,NO,REGULAR,SELLER
562,2022-05-01,amazon.de,RETURN,B0982CT8BH,Baby Carrier (Lilac Grey),1,0.96,0.96,,,,,,,,,,,,,,,,,,,BEVERSTEDT,DE,27616,Trnava,SK,92601,DE,DE,CONSIGNMENT_BY_POST,XXX,,,,
563,2022-05-01,,FC_TRANSFER,B082J64726,Immersion Heater 3.000 W,1,1.28,1.28,,,0.0,0.0,,,,,0.0,0.0,0.0,,,,0.0,0.0,,,Sered,SK,92601,Sulzetal,DE,39171,,,TRANSPORT_BY_ROAD,XXX,,,,
564,2022-05-01,amazon.de,SALE,B08L3ZJ7QG,Wine Bottle Stand (Red),1,0.04,0.04,12.6,12.6,3.35,3.35,15.95,0.19,2.39,2.39,0.19,0.64,0.64,3.03,14.99,14.99,3.99,3.99,18.98,EUR,Augny,FR,57685,Dresden,DE,01307,FR,DE,CONSIGNMENT_BY_POST,DAP,GERMANY,NO,REGULAR,SELLER
565,2022-05-01,amazon.de,SALE,B08L3ZJ7QG,Wine Bottle Stand (Red),1,0.04,0.04,12.6,12.6,0.0,0.0,12.6,0.19,2.39,2.39,0.19,0.0,0.0,2.39,14.99,14.99,0.0,0.0,14.99,EUR,Illescas,ES,45200,Gerbrunn,DE,97218,ES,DE,CONSIGNMENT_BY_POST,DAP,GERMANY,NO,REGULAR,SELLER
566,2022-06-01,amazon.de,SALE,B0982B8PQG,Baby Carrier (Merry Gold),1,1.07,1.07,75.62,75.62,0.0,0.0,75.62,0.19,14.37,14.37,0.19,0.0,0.0,14.37,89.99,89.99,0.0,0.0,89.99,EUR,Achim,DE,28832,Sankt Augustin,DE,53757,DE,DE,CONSIGNMENT_BY_POST,DAP,GERMANY,NO,REGULAR,SELLER
567,2022-06-01,amazon.de,SALE,B08L3ZJ7QG,Wine Bottle Stand (Red),2,0.04,0.08,25.2,25.2,0.0,0.0,25.2,0.19,4.78,4.78,0.19,0.0,0.0,4.78,29.98,29.98,0.0,0.0,29.98,EUR,Augny,FR,57685,lünen,DE,44532,FR,DE,CONSIGNMENT_BY_POST,DAP,GERMANY,NO,REGULAR,SELLER
568,2022-06-01,amazon.de,RETURN,B09TTRRHW8,Immersion Heater 3.000 W,1,1.73,1.73,,,,,,,,,,,,,,,,,,,MEERBUSCH,DE,40667,Bielany Wroclawskie,PL,55-040,DE,DE,CONSIGNMENT_BY_POST,XXX,,,,
569,2022-06-01,amazon.de,RETURN,B09TTRRHW8,Immersion Heater 3.000 W,1,1.73,1.73,,,,,,,,,,,,,,,,,,,KALKAR,DE,47546,Bielany Wroclawskie,PL,55-040,DE,DE,CONSIGNMENT_BY_POST,XXX,,,,
570,2022-06-01,amazon.de,RETURN,B09TTRRHW8,Immersion Heater 3.000 W,1,1.73,1.73,,,,,,,,,,,,,,,,,,,RÖGLING,DE,86703,Bielany Wroclawskie,PL,55-040,DE,DE,CONSIGNMENT_BY_POST,XXX,,,,
571,2022-06-01,amazon.de,SALE,B08L3ZJ7QG,Wine Bottle Stand (Red),1,0.04,0.04,12.6,12.6,0.0,0.0,12.6,0.19,2.39,2.39,0.19,0.0,0.0,2.39,14.99,14.99,0.0,0.0,14.99,EUR,Illescas,ES,45200,Erlangen,DE,91052,ES,DE,CONSIGNMENT_BY_POST,DAP,GERMANY,NO,REGULAR,SELLER
572,2022-06-01,amazon.de,SALE,B08L3ZJ7QG,Wine Bottle Stand (Red),2,0.04,0.08,25.2,25.2,0.0,0.0,25.2,0.19,4.78,4.78,0.19,0.0,0.0,4.78,29.98,29.98,0.0,0.0,29.98,EUR,Augny,FR,57685,Bonn,DE,53229,FR,DE,CONSIGNMENT_BY_POST,DAP,GERMANY,NO,REGULAR,SELLER
573,2022-06-01,amazon.de,SALE,B08L3ZJ7QG,Wine Bottle Stand (Red),1,0.04,0.04,12.6,12.6,0.0,0.0,12.6,0.19,2.39,2.39,0.19,0.0,0.0,2.39,14.99,14.99,0.0,0.0,14.99,EUR,Augny,FR,57685,Lippstadt,DE,59558,FR,DE,CONSIGNMENT_BY_POST,DAP,GERMANY,NO,REGULAR,SELLER
574,2022-06-01,amazon.es,SALE,B09TV745WJ,Immersion Heater 3.000 W,1,1.1,1.1,82.64,82.64,0.0,0.0,82.64,0.21,17.35,17.35,0.21,0.0,0.0,17.35,99.99,99.99,0.0,0.0,99.99,EUR,Berlin,DE,10119,Castilleja de Guzmán,ES,41908,DE,ES,,,SPAIN,NO,REGULAR,SELLER
575,2022-06-01,amazon.de,RETURN,B09TTRRHW8,Immersion Heater 3.000 W,1,1.73,1.73,,,,,,,,,,,,,,,,,,,GEROLZHOFEN,DE,97447,Bielany Wroclawskie,PL,55-040,DE,DE,CONSIGNMENT_BY_POST,XXX,,,,
576,2022-06-01,amazon.de,REFUND,B09TTRRHW8,Immersion Heater 3.000 W,1,,,-84.03,-84.03,-1.68,0.0,-84.03,0.19,-15.96,-15.96,0.19,-0.32,0.0,-15.96,-99.99,-99.99,-2.0,0.0,-99.99,EUR,Rheinberg,,47495,Wingerode,,37327,DE,DE,CONSIGNMENT_BY_POST,DAP,GERMANY,NO,REGULAR,SELLER
